company_category_list,cluster
Games|Kids,40
Games|Web Development,40
Local|Location Based Services|Mobile,4
Apps|Location Based Services|Mobile,33
Collaboration|Internet|Social Media,41
E-Commerce|Trading|Video Games,40
Cloud Management|Mobile,11
Hardware + Software|Mobile,21
Hardware + Software|Medical Devices,16
Internet|Services|Software,36
Internet|Services|Telecommunications,15
Internet|Services|Wireless,15
Apps|Mobile|Restaurants,33
Hardware + Software|Manufacturing,13
Developer Tools|Software,21
Apps|Mobile|Security,33
Cloud Security|Enterprise Software,28
Internet|Telecommunications|Television,23
Apps|Mobile|Sports,33
CRM|Real Estate|Software,24
Analytics|Databases|Real Time,46
Cloud Management|Enterprise Software|SaaS,22
Apps|Mobile|Online Dating,29
E-Commerce|Social Commerce|Software,24
Cloud Data Services|Information Technology|Software,28
E-Commerce|SaaS|Software,22
Internet|Mobile|Social Media,49
Analytics|Enterprise Software,46
Dietary Supplements|Fitness|Health Care,18
Hardware + Software|Telecommunications|Wireless,15
Diagnostics|Health Diagnostics|Medical,1
E-Commerce|Sports,35
Hardware + Software|Semiconductors,21
Cloud Infrastructure|Enterprise Software|Procurement|SaaS,24
Apps|Mobile Software Tools,21
Internet|Photo Sharing|Social Media,49
E-Commerce|Specialty Foods,34
Hardware + Software|RFID,21
Internet|Wireless,15
Cloud Security|Security,26
Investment Management|Startups|Technology|Venture Capital,5
Ediscovery|Legal,3
Design|Manufacturing|Semiconductors,13
Collaboration|Education,39
Leisure|Travel|Travel & Tourism,20
Design|Manufacturing,13
Analytics|Business Intelligence|Enterprise Software,46
Collaboration|Enterprise Software|Human Resources|SaaS,24
Business Services|Technology,5
Analytics|Business Intelligence|SaaS|Software,46
Gift Card|Software,36
Analytics|Business Analytics|Business Intelligence,46
Gift Card,12
Business Services|Productivity Software|Software,24
Analytics|Biotechnology|Health Diagnostics,1
Education|Enterprise Software,24
EdTech|Education|Video,43
EdTech|Education|Startups,39
Hardware + Software|Home Automation,21
EdTech|Education|K-12 Education,39
Developer APIs|Software,21
Hardware + Software|Health Care|Medical,31
Apps|Photo Sharing,2
EdTech|Education|Games|Mobile,40
Language Learning,39
Developer APIs,21
Law Enforcement|Security,26
Gps|Location Based Services|Mobile,4
Graphics|Software,21
EdTech|Education|Language Learning,39
CRM|Enterprise Software|Sales and Marketing,24
CRM|Enterprise Software,22
Legal|Publishing,41
Analytics|CRM|Marketing Automation|SaaS,22
Journalism|Media|News,23
Aerospace|Manufacturing|Technology,13
Healthcare Services|Medical|Medical Devices,31
Finance Technology|Financial Services|FinTech,38
Social Commerce|Social Media,41
Outsourcing|Software,21
Babies|Parenting|Social Media,17
Social Fundraising,41
Biotechnology|Chemicals,27
Social Media Marketing|Software,49
Consumer Electronics|Hardware + Software|Television,16
Energy|Services|Solar,37
Blogging Platforms|Software,2
Crowdsourcing,0
Advertising|Curated Web,14
Social CRM|Software,24
Social Media|Social Media Marketing,41
Social Media|Social Media Marketing|Software,41
Energy|Renewable Energies|Utilities,37
Social Media|Social Recruiting,41
Energy|Renewable Energies|Solar,37
Online Travel,4
Energy|Oil|Oil & Gas,32
Consumer Electronics|Hardware + Software,13
Big Data|Business Intelligence|Predictive Analytics,46
Online Scheduling|Software,36
Social Commerce,41
Enterprise Software|Project Management,24
Online Scheduling,2
Curated Web|Hotels|Travel,20
Biotechnology|Diabetes,1
Event Management|Events|Mobile,35
Biotechnology|Dental,1
Personal Finance,38
Services|Specialty Foods,34
Payments|Software,12
Content Delivery|Software,16
Film,30
Content Delivery|Web Hosting,8
Biotechnology|Clinical Trials|Therapeutics,1
Environmental Innovation|Recycling|Waste Management,9
Advertising|Content|Media|Publishing,23
Curated Web|Human Resources|Recruiting|Software,36
Shipping,48
Parking,20
Blogging Platforms|Curated Web|Opinions,14
Consumer Electronics|Mobile Devices,13
Biotechnology|Clinical Trials,1
Crowdsourcing|E-Commerce,0
Small and Medium Businesses|Software,10
Biotechnology|Clean Technology,9
Advertising|Content|Media,23
Entertainment|Technology,23
Energy|Natural Resources|Oil,32
Service Providers|Telecommunications|Wireless,15
Spas,20
Bio-Pharm|Pharmaceuticals|Therapeutics,27
Advertising|E-Commerce,0
News|Technology,23
B2B|Enterprise Software|Lead Generation,24
Finance|Finance Technology|FinTech,38
Entertainment|Media|News,23
Enterprise Software|Telecommunications,24
Crowdfunding|Curated Web,14
Solar,37
Finance|Finance Technology|Financial Services|FinTech,38
Specialty Retail,45
Finance|FinTech|Stock Exchanges,38
New Technologies,16
Sporting Goods|Sports,35
Networking|Unifed Communications|Web Hosting,2
Entertainment|Internet TV|Video,8
B2B|E-Commerce|Marketplaces,0
Networking|Telecommunications,15
Bio-Pharm|Health Diagnostics|Medical,1
Enterprise Software|Video Conferencing,21
Networking|Sports,35
Energy|Energy Efficiency|Energy Management,37
Software|Transportation,48
Finance|FinTech|Software|Venture Capital,5
Entertainment|Sporting Goods|Sports,35
Nutrition,18
Finance Technology|Software,24
Advertising|Design|Sales and Marketing,7
Online Rental|Real Estate|Rental Housing,42
Online Rental|Real Estate,42
Social Media|Travel,41
Social Media|Video,23
Social Network Media|Web Hosting,49
Oil|Oil & Gas,32
Curated Web|Local|Search,14
Curated Web|Local|Service Providers,4
Ad Targeting|Advertising|Software,19
Entertainment|Mobile|Technology,15
Consumer Electronics|Electronics|Services,13
Energy|Gas|Oil,32
Advertising|Digital Media|Real Time,23
Software|Sports,36
Biometrics,27
Big Data|Cloud Computing|Databases|Enterprise Software,11
Software|Surveys,46
Finance|FinTech|Real Estate,42
Finance|FinTech|Software,38
Entertainment|Music Services,30
File Sharing|Mobile,36
Consumer Goods|Craft Beer|Wine And Spirits,34
Storage|Web Hosting,36
Curated Web|Event Management|Events,35
Biotechnology|Healthcare Services,31
Curated Web|Entertainment,14
Biotechnology|Software,27
Public Transportation|Services|Transportation,48
Retail|Wholesale,45
Consumer Goods|Services|Specialty Foods,45
Reviews and Recommendations|Search,43
Big Data Analytics|Consulting,46
Consumer Goods|Service Providers,45
Advertising|Automotive,7
Biotechnology|Health and Wellness|Healthcare Services,18
Publishing|Social Media,41
Reviews and Recommendations|Travel,43
Enterprise Software|Human Resources,3
Risk Management|Security,26
Beauty|E-Commerce|Fashion,25
Biotechnology|Health and Wellness|Health Care|Medical|Pharmaceuticals,18
Beauty|E-Commerce,25
Risk Management|Software,28
Events|Software,36
SaaS|Search,22
SaaS|Security,22
Retail Technology,13
Restaurants|Software,6
Beauty|Cosmetics|Women,25
Real Estate|SaaS,42
Curated Web|Email,14
Consumer Internet|Marketplaces,6
Recruiting|Social Media,41
Advertising|Apps,19
Consumer Internet|Software,36
Biotechnology|Nanotechnology,27
Real Estate|Services|Technology,42
Recruiting|Software,24
Curated Web|Employment,14
Biotechnology|Manufacturing|Medical,1
Enterprise Software|Internet,24
Beauty|Health and Wellness,17
Enterprise Software|Internet Marketing,24
Bicycles,25
Consumer Lending|Financial Services,5
Fantasy Sports,35
Curated Web|EdTech|Education,14
Reputation|Reviews and Recommendations|Social Media,43
Beauty|Mobile,25
Curated Web|E-Commerce|Social Commerce,14
Curated Web|Employment|Search,14
Enterprise Software|Identity Management,24
Property Management|Real Estate,42
Project Management|Software,24
Pharmaceuticals|Public Relations|Retail,5
Crowdsourcing|Mobile,33
Semiconductor Manufacturing Equipment,13
Curated Web|Finance|Personal Finance,38
Semiconductors|Services,13
Fashion|Shoes,25
Advertising|Business Intelligence,7
Semiconductors|Video,8
Semiconductors|Wireless,15
Content Creators,8
Sensors,16
Photography|Software|Video,8
Advertising Platforms|Software,19
Consumer Goods|Fitness|Health and Wellness,17
Advertising|Business Services,7
Photography|Software,44
Batteries|Clean Technology,37
Event Management|Software,24
Curated Web|Gambling,14
Batteries,13
Biotechnology|Diagnostics|Health Diagnostics|Medical,1
Biotechnology|Diagnostics|Health Care,1
Consumer Goods|Design,45
Event Management|Events|Software,35
Security|Wireless,26
Fashion|Location Based Services|Mobile|Shopping|Social Media,4
Biotechnology|Health Diagnostics|Life Sciences,1
Fashion|Lifestyle,25
Biotechnology|Health Care|Medical|Therapeutics,1
Consumers|Retail,45
Beauty|Cosmetics|E-Commerce|Retail,25
Curated Web|Design|Social Network Media,49
Sales Automation|Software,21
Events|Mobile|Ticketing,35
Curated Web|Design,14
Biotechnology|Health Care|Health Care Information Technology,31
Enterprise Software|Mobile Commerce|Mobile Payments,24
Consumer Goods|Health and Wellness,31
Fashion|Lifestyle Products|Online Shopping,25
Private Social Networking,41
Advertising|Advertising Platforms|Mobile,19
Enterprise Software|Health Care,31
Curated Web|Customer Service,4
Crowdsourcing|Software,21
Biotechnology|Genetic Testing,1
Advertising|Brand Marketing,7
Bitcoin|Finance|FinTech,38
Fashion|Lifestyle|Price Comparison|Social Commerce,41
Consumer Goods|Food Processing|Specialty Foods,34
Security|Virtualization,26
Enterprise Software|Virtualization,21
Curated Web|Internet|Networking,14
Biotechnology|Medical|Medical Devices,1
Energy Management|Environmental Innovation,9
Unmanned Air Systems,48
Corporate Training|Education|Training,39
Curated Web|Online Dating|Social Network Media,49
Mobile|Web Development,36
Advertising|Internet Marketing|Local|Mobile|Sales and Marketing|Search|SEO|Social Media|Web Presence Management,7
iPhone,29
Enterprises|Enterprise Software|SaaS,22
Curated Web|News|Social Network Media,23
3D|Hardware + Software,21
3D Printing|Hardware + Software,21
Curated Web|SaaS,14
Finance|Financial Services|Payments,38
Finance|Manufacturing,38
Translation,44
Advertising|Enterprise Software,24
Finance|Marketplaces,38
Curated Web|Search,14
Curated Web|Semantic Search,14
Big Data|Health and Wellness|Mobile Health,31
Mobile|Technology|Wireless,15
Trading,5
Advertising|Internet|Internet Marketing,19
Tracking,28
Curated Web|Social Bookmarking|Social Media,41
Enterprises|Enterprise Software|Human Resources|Recruiting,3
Finance|Financial Services|Risk Management,5
Curated Web|Online Reservations,14
Advertising|Internet Marketing|Lead Generation,7
Musical Instruments,30
3D|3D Printing,44
Music|Social Network Media,23
Advertising|Games,40
Cooking|Hospitality,34
Music|Software,30
Brand Marketing|Mobile,7
Entertainment|Film,30
Consulting|Information Services|Service Providers,4
Entertainment|Fantasy Sports|Sports,35
Web Design,44
Wearables,0
3D Technology,44
Consulting|Medical,1
Waste Management,9
Brand Marketing|Internet,19
Big Data|Real Estate,42
Music Services,30
Finance|Financial Services|Venture Capital,5
Curated Web|Registrars,14
Big Data|Predictive Analytics|Software,46
B2B,0
Entertainment|Gambling|Mobile Games,40
Vending and Concessions,10
Finance|Financial Services|Service Providers,5
Consulting|Search,28
Advertising|Games|Mobile,40
Entertainment Industry,7
Finance|Online Rental|Property Management|Real Estate,42
Entertainment|Games|Video Games,40
Cosmetics|E-Commerce,0
Entertainment|Games|Social Media,23
Finance|Financial Services|Insurance,38
Advertising|Internet|Services,19
Networking|Social Media|Video,49
Credit|Finance,38
Bio-Pharm|Biotechnology|Health and Wellness|Health Care,18
Finance|Nonprofits,38
Curated Web|Social Media|Twitter Applications,49
Consulting|Transportation,48
Mobile|Social Network Media|Software,49
Coupons|Curated Web|Discounts,6
Consulting|Consumers,5
Technology|Transportation,48
Mobile|Software|Wireless,33
Consulting|Small and Medium Businesses,10
E-Commerce|FinTech|Retail|SaaS,0
E-Commerce|Fashion|Shopping,25
Enterprise Software|Mobile|Mobility|Virtualization,21
Enterprises|Mobile|Security|Software|Tablets,16
E-Commerce|Parenting|Teenagers|Young Adults,17
E-Commerce|Parenting|Women,17
Enterprise Software|Mobile|Mobility|Open Source,16
E-Commerce|Parenting|Subscription Businesses|Tea|Video,6
E-Commerce|Fashion|Retail|Reviews and Recommendations|Subscription Businesses,7
E-Commerce|PaaS|SaaS,0
Enterprises|Music,30
E-Commerce|FinTech|Software,21
Enterprises|Mobile Security|Mobility|Security,26
E-Commerce|Outdoors|Privacy|Sales and Marketing,7
E-Commerce|Finance|FinTech,38
E-Commerce|Organic Food|Subscription Businesses,34
E-Commerce|Organic Food|Specialty Foods,34
E-Commerce|Organic Food|Retail,34
E-Commerce|Finance|FinTech|Handmade|Local|Marketplaces|Organic Food,34
E-Commerce|Open Source|Web Development,36
E-Commerce|Online Shopping|Web Development,6
E-Commerce|Online Shopping|Twitter Applications,2
Enterprise Software|Mobile Video|Software|Video Streaming,8
Enterprise Software|Mobile Payments|SaaS,22
Enterprise Software|Mobile Security|Security,26
Entertainment Industry|Gambling|Online Gaming,19
Enterprise Software|Media|Social Media|Sustainability,41
E-Commerce|Peer-to-Peer|Services,0
Enterprise Software|Meeting Software,24
E-Commerce|Peer-to-Peer,0
Enterprise Software|Meeting Software|Photo Sharing,36
E-Commerce|Payments|Video|Video on Demand|Video Streaming,8
Enterprise Software|Messaging|Mobile|Nonprofits|SMS,2
Enterprise Software|Messaging|Mobile|Sales and Marketing|SMS,33
E-Commerce|Payments|Social Commerce|Social Media,41
E-Commerce|File Sharing|Image Recognition|Photography,49
Enterprise Software|Messaging|Outsourcing,21
Enterprises|Networking|Social Media|Software,49
Enterprise Software|Mobile Commerce|Mobile Games,33
Enterprise Software|Intellectual Asset Management|Intellectual Property|Internet|Network Security|Security|Software,3
E-Commerce|Fashion|Retail|Shoes,25
Enterprise Software|Mobile Commerce|Project Management,24
E-Commerce|FinTech,0
Enterprise Software|Mobile Devices|Mobile Security|Virtual Desktop|Virtualization,21
E-Commerce|Payments|SaaS|Software,22
E-Commerce|Payments|Retail,12
E-Commerce|Payments|Real Estate,42
Enterprise Software|Mobile Devices|Restaurants,33
Enterprises|Music|Software|Web Development,24
Enterprise Software|Mobile Payments|Point of Sale|Restaurants|Retail,10
E-Commerce|iPad|Retail|Shopping,6
E-Commerce|iPad|iPhone|Marketplaces|Mobile|Recycling,29
E-Commerce|Online Shopping|Software|Web Development,36
Enterprise Software|Infrastructure|Online Rental,24
E-Commerce|FinTech|Mobile Commerce,15
Enterprise Software|Mobile|Networking|Social CRM,24
Enterprises|Messaging,2
E-Commerce|Online Shopping|Shopping|Social Buying|Trading,6
Enterprise Software|Music|Social Media Marketing|Ticketing,49
EBooks|Reading Apps|Tablets,29
Enterprise Software|Information Technology|SaaS,24
E-Commerce|Finance|Marketplaces|Media|Music|Technology,49
E-Commerce|Mobile|Wine And Spirits,34
E-Commerce|Finance|Payments,38
E-Commerce|Finance|Personal Finance|Recycling,38
E-Commerce|Mobile|Tablets,29
Enterprises|Internet|Social Media,41
Enterprise Software|Mobility,24
Enterprises|Internet|Mobile|Mobility|Wireless,15
E-Commerce|Mobile|Software|Web Hosting,2
E-Commerce|Finance|Small and Medium Businesses,10
E-Commerce|Mobile|Social Media|Software,36
E-Commerce|Finance|Social Media,41
EDA Tools|Software,21
EBooks|Internet|Publishing,2
Enterprise Software|Natural Language Processing,24
E-Commerce|Finance|Travel,38
Enterprise Software|Information Technology|Project Management|Services,24
E-Commerce|Mobile|SaaS|Web Tools,22
E-Commerce|Mobile|Retail,6
Enterprise Software|Networking|Professional Networking|Social Media,49
E-Commerce|Mobile|QR Codes|Software,21
Enterprise Software|Networking|SEO,21
E-Commerce|Mobile|Public Transportation|Training|Transportation,48
E-Commerce|Mobile|Product Design,33
